category,classname,displayName,description,version,sourcePage,sourceUrl,sourceAffiliations,usedBy,classificationBasis
uniform,vn_b_uniform_macv_03_02,BDU MACV 3 (Tiger),,1.0,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,WEST,vn_b_men_seal_44;vn_b_men_sf_03;vn_b_men_sf_12;vn_b_men_sf_15;vn_b_men_sf_17,Official CfgWeapons equipment uniform record.
uniform,vn_b_uniform_macv_03_05,BDU MACV 3 (Tiger green),,1.0,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,INDEPENDENT,vn_i_men_marine_03;vn_i_men_marine_10;vn_i_men_marine_17;vn_i_men_sf_03;vn_i_men_sf_09,Official CfgWeapons equipment uniform record.
uniform,vn_b_uniform_macv_03_06,BDU MACV 3 (ERDL/brown),,1.0,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,WEST,vn_b_men_lrrp_03;vn_b_men_seal_25;vn_b_men_seal_39,Official CfgWeapons equipment uniform record.
uniform,vn_b_uniform_macv_03_07,BDU MACV 3 (Olive),,1.0,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,WEST;INDEPENDENT,vn_b_men_navy_03;vn_i_men_army_03,Official CfgWeapons equipment uniform record.
uniform,vn_b_uniform_macv_03_08,BDU MACV 3 (Leopard),,1.0,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,WEST,vn_b_men_cidg_03;vn_b_men_cidg_10;vn_b_men_cidg_12;vn_b_men_cidg_15;vn_b_men_cidg_17,Official CfgWeapons equipment uniform record.
uniform,vn_b_uniform_macv_03_15,BDU MACV 3 (ERDL),,1.2,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,WEST,vn_b_men_sf_08;vn_b_men_usmc_70_03;vn_b_men_usmc_70_10;vn_b_men_usmc_70_14;vn_b_men_usmc_70_19;vn_b_men_usmc_70_23;vn_b_men_usmc_recon_70_02,Official CfgWeapons equipment uniform record.
uniform,vn_b_uniform_macv_03_16,BDU RLA 3 (Lizard),,1.2,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,INDEPENDENT,vn_i_men_rla_03,Official CfgWeapons equipment uniform record.
uniform,vn_b_uniform_macv_03_17,BDU ARVN 3 (BDQ),,1.2,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,INDEPENDENT,vn_i_men_ranger_03;vn_i_men_ranger_11,Official CfgWeapons equipment uniform record.
uniform,vn_b_uniform_macv_03_18,BDU ROK 3 (Frog),,1.2,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,WEST,vn_b_men_rok_marine_68_03;vn_b_men_rok_marine_68_14;vn_b_men_rok_marine_68_19,Official CfgWeapons equipment uniform record.
uniform,vn_b_uniform_macv_04_01,BDU MACV 4 (Olive/ field),,1.0,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,WEST;INDEPENDENT,vn_b_men_army_04;vn_b_men_army_05;vn_b_men_army_13;vn_b_men_army_15;vn_b_men_army_20;vn_b_men_army_31;vn_b_men_rok_army_65_04;vn_b_men_rok_army_65_05;vn_b_men_rok_army_65_13;vn_b_men_rok_army_65_15;vn_b_men_rok_army_65_20;vn_b_men_rok_army_65_31;vn_b_men_rok_army_68_04;vn_b_men_rok_army_68_05;vn_b_men_rok_army_68_13;vn_b_men_rok_army_68_15;vn_b_men_rok_army_68_20;vn_b_men_rok_army_68_31;vn_b_men_rok_marine_65_04;vn_b_men_rok_marine_65_05;vn_b_men_rok_marine_65_13;vn_b_men_rok_marine_65_15;vn_b_men_rok_marine_65_20;vn_b_men_rok_marine_65_31;vn_b_men_seal_50;vn_b_men_usmc_66_04;vn_b_men_usmc_66_05;vn_b_men_usmc_66_11;vn_b_men_usmc_66_15;vn_b_men_usmc_66_20;vn_b_men_usmc_66_24;vn_b_men_usmc_66_28;vn_b_men_usmc_68_04;vn_b_men_usmc_68_05;vn_b_men_usmc_68_11;vn_b_men_usmc_68_15;vn_b_men_usmc_68_20;vn_b_men_usmc_68_24;vn_b_men_usmc_68_28;vn_b_men_usmc_recon_66_03;vn_b_men_usmc_recon_66_08;vn_b_men_usmc_recon_68_03;vn_b_men_usmc_recon_68_08;vn_i_men_army_26;vn_i_men_fank_70_04;vn_i_men_fank_70_13;vn_i_men_fank_70_15;vn_i_men_fank_70_26;vn_i_men_fank_71_04;vn_i_men_fank_71_13;vn_i_men_fank_71_15;vn_i_men_fank_71_26;vn_i_men_rla_22,Official CfgWeapons equipment uniform record.
uniform,vn_b_uniform_macv_04_02,BDU MACV 4 (Tiger),,1.0,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,WEST,vn_b_men_seal_45;vn_b_men_sf_04;vn_b_men_sf_19,Official CfgWeapons equipment uniform record.
uniform,vn_b_uniform_macv_04_05,BDU MACV 4 (Tiger green),,1.0,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,INDEPENDENT,vn_i_men_marine_04;vn_i_men_marine_13;vn_i_men_marine_15;vn_i_men_sf_04;vn_i_men_sf_10,Official CfgWeapons equipment uniform record.
uniform,vn_b_uniform_macv_04_06,BDU MACV 4 (ERDL/brown),,1.0,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,WEST,vn_b_men_lrrp_04;vn_b_men_lrrp_06;vn_b_men_seal_26;vn_b_men_seal_40,Official CfgWeapons equipment uniform record.
uniform,vn_b_uniform_macv_04_07,BDU MACV 4 (Olive),,1.0,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,WEST;INDEPENDENT,vn_b_men_navy_04;vn_i_men_army_04;vn_i_men_army_13;vn_i_men_army_15;vn_i_men_rla_13;vn_i_men_rla_15,Official CfgWeapons equipment uniform record.
uniform,vn_b_uniform_macv_04_08,BDU MACV 4 (Leopard),,1.0,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,WEST,vn_b_men_cidg_04;vn_b_men_cidg_07;vn_b_men_cidg_11;vn_b_men_cidg_19,Official CfgWeapons equipment uniform record.
uniform,vn_b_uniform_macv_04_15,BDU MACV 4 (ERDL),,1.2,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,WEST,vn_b_men_sf_09;vn_b_men_usmc_70_04;vn_b_men_usmc_70_05;vn_b_men_usmc_70_11;vn_b_men_usmc_70_15;vn_b_men_usmc_70_20;vn_b_men_usmc_70_24;vn_b_men_usmc_70_28;vn_b_men_usmc_recon_70_03;vn_b_men_usmc_recon_70_08,Official CfgWeapons equipment uniform record.
uniform,vn_b_uniform_macv_04_16,BDU RLA 4 (Lizard),,1.2,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,INDEPENDENT,vn_i_men_rla_04,Official CfgWeapons equipment uniform record.
uniform,vn_b_uniform_macv_04_17,BDU ARVN 4 (BDQ),,1.2,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,INDEPENDENT,vn_i_men_ranger_04;vn_i_men_ranger_13;vn_i_men_ranger_15;vn_i_men_ranger_22,Official CfgWeapons equipment uniform record.
uniform,vn_b_uniform_macv_04_18,BDU ROK 4 (Frog),,1.2,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,WEST,vn_b_men_rok_marine_68_04;vn_b_men_rok_marine_68_13;vn_b_men_rok_marine_68_15;vn_b_men_rok_marine_68_20;vn_b_men_rok_marine_68_31,Official CfgWeapons equipment uniform record.
uniform,vn_b_uniform_macv_04_20,BDU MACV 4 (Tiger/ base),,1.0,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,WEST,vn_b_men_sog_24;vn_b_men_sog_25;vn_b_men_sog_26;vn_b_men_sog_27,Official CfgWeapons equipment uniform record.
uniform,vn_b_uniform_macv_04_21,BDU MACV 4 (ERDL/ base),,1.0,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,WEST,vn_b_men_sog_23,Official CfgWeapons equipment uniform record.
uniform,vn_b_uniform_macv_05_01,BDU MACV 5 (Olive/ field),,1.0,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,WEST;INDEPENDENT,vn_b_men_army_06;vn_b_men_army_08;vn_b_men_army_12;vn_b_men_army_17;vn_b_men_rok_army_65_06;vn_b_men_rok_army_65_08;vn_b_men_rok_army_65_12;vn_b_men_rok_army_65_17;vn_b_men_rok_army_68_06;vn_b_men_rok_army_68_08;vn_b_men_rok_army_68_12;vn_b_men_rok_army_68_17;vn_b_men_rok_marine_65_06;vn_b_men_rok_marine_65_08;vn_b_men_rok_marine_65_12;vn_b_men_rok_marine_65_17;vn_b_men_seal_51;vn_b_men_usmc_66_06;vn_b_men_usmc_66_08;vn_b_men_usmc_66_12;vn_b_men_usmc_66_16;vn_b_men_usmc_66_25;vn_b_men_usmc_68_06;vn_b_men_usmc_68_08;vn_b_men_usmc_68_12;vn_b_men_usmc_68_16;vn_b_men_usmc_68_25;vn_b_men_usmc_recon_66_04;vn_b_men_usmc_recon_66_05;vn_b_men_usmc_recon_66_06;vn_b_men_usmc_recon_66_07;vn_b_men_usmc_recon_68_04;vn_b_men_usmc_recon_68_05;vn_b_men_usmc_recon_68_06;vn_b_men_usmc_recon_68_07;vn_i_men_fank_70_05;vn_i_men_fank_70_08;vn_i_men_fank_70_20;vn_i_men_fank_71_05;vn_i_men_fank_71_08;vn_i_men_fank_71_20,Official CfgWeapons equipment uniform record.
uniform,vn_b_uniform_macv_05_02,BDU MACV 5 (Tiger),,1.0,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,WEST,vn_b_men_lrrp_07;vn_b_men_seal_46;vn_b_men_sf_05,Official CfgWeapons equipment uniform record.
uniform,vn_b_uniform_macv_05_05,BDU MACV 5 (Tiger green),,1.0,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,INDEPENDENT,vn_i_men_marine_05;vn_i_men_marine_08;vn_i_men_marine_20;vn_i_men_marine_24;vn_i_men_sf_05;vn_i_men_sf_08,Official CfgWeapons equipment uniform record.
uniform,vn_b_uniform_macv_05_06,BDU MACV 5 (ERDL/brown),,1.0,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,WEST,vn_b_men_lrrp_05;vn_b_men_seal_27;vn_b_men_seal_41,Official CfgWeapons equipment uniform record.
uniform,vn_b_uniform_macv_05_07,BDU MACV 5 (Olive),,1.0,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,WEST;INDEPENDENT,vn_b_men_navy_05;vn_b_men_navy_08;vn_i_men_army_05;vn_i_men_army_08;vn_i_men_army_20;vn_i_men_rla_08;vn_i_men_rla_20,Official CfgWeapons equipment uniform record.
uniform,vn_b_uniform_macv_05_08,BDU MACV 5 (Leopard),,1.0,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,WEST,vn_b_men_cidg_05,Official CfgWeapons equipment uniform record.
uniform,vn_b_uniform_macv_05_15,BDU MACV 5 (ERDL),,1.2,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,WEST,vn_b_men_aus_sas_66_07;vn_b_men_aus_sas_66_13;vn_b_men_aus_sas_66_14;vn_b_men_aus_sas_70_07;vn_b_men_aus_sas_70_13;vn_b_men_aus_sas_70_14;vn_b_men_nz_sas_66_07;vn_b_men_nz_sas_66_13;vn_b_men_nz_sas_66_14;vn_b_men_nz_sas_70_07;vn_b_men_nz_sas_70_13;vn_b_men_nz_sas_70_14;vn_b_men_sf_10;vn_b_men_usmc_70_06;vn_b_men_usmc_70_08;vn_b_men_usmc_70_12;vn_b_men_usmc_70_16;vn_b_men_usmc_70_25;vn_b_men_usmc_recon_70_04;vn_b_men_usmc_recon_70_06,Official CfgWeapons equipment uniform record.
uniform,vn_b_uniform_macv_05_16,BDU RLA 5 (Lizard),,1.2,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,INDEPENDENT,vn_i_men_rla_05,Official CfgWeapons equipment uniform record.
uniform,vn_b_uniform_macv_05_17,BDU ARVN 5 (BDQ),,1.2,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,INDEPENDENT,vn_i_men_ranger_05;vn_i_men_ranger_08;vn_i_men_ranger_16;vn_i_men_ranger_20,Official CfgWeapons equipment uniform record.
uniform,vn_b_uniform_macv_05_18,BDU ROK 5 (Frog),,1.2,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,WEST,vn_b_men_rok_marine_68_05;vn_b_men_rok_marine_68_08;vn_b_men_rok_marine_68_12;vn_b_men_rok_marine_68_17,Official CfgWeapons equipment uniform record.
uniform,vn_b_uniform_macv_06_01,BDU MACV 6 (Olive/ field),,1.0,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,WEST;INDEPENDENT,vn_b_men_army_21;vn_b_men_army_26;vn_b_men_army_27;vn_b_men_army_29;vn_b_men_army_30;vn_b_men_rok_army_65_21;vn_b_men_rok_army_65_26;vn_b_men_rok_army_65_27;vn_b_men_rok_army_65_29;vn_b_men_rok_army_65_30;vn_b_men_rok_army_68_21;vn_b_men_rok_army_68_26;vn_b_men_rok_army_68_27;vn_b_men_rok_army_68_29;vn_b_men_rok_army_68_30;vn_b_men_rok_marine_65_21;vn_b_men_rok_marine_65_29;vn_b_men_rok_marine_65_30;vn_b_men_usmc_66_13;vn_b_men_usmc_66_18;vn_b_men_usmc_66_21;vn_b_men_usmc_66_26;vn_b_men_usmc_66_27;vn_b_men_usmc_68_13;vn_b_men_usmc_68_18;vn_b_men_usmc_68_21;vn_b_men_usmc_68_26;vn_b_men_usmc_68_27;vn_b_men_usmc_recon_68_09;vn_i_men_fank_70_21;vn_i_men_fank_71_21;vn_i_men_rla_23;vn_i_men_rla_24,Official CfgWeapons equipment uniform record.
uniform,vn_b_uniform_macv_06_02,BDU MACV 6 (Tiger),,1.0,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,WEST,vn_b_men_lrrp_08;vn_b_men_sf_21;vn_b_men_sf_22,Official CfgWeapons equipment uniform record.
uniform,vn_b_uniform_macv_06_05,BDU MACV 6 (Tiger green),,1.0,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,INDEPENDENT,vn_i_men_marine_06;vn_i_men_marine_21;vn_i_men_marine_22;vn_i_men_marine_23;vn_i_men_sf_02,Official CfgWeapons equipment uniform record.
uniform,vn_b_uniform_macv_06_06,BDU MACV 6 (ERDL/brown),,1.0,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,WEST,vn_b_men_lrrp_09;vn_b_men_sog_22;vn_b_men_usmc_recon_66_09,Official CfgWeapons equipment uniform record.
uniform,vn_b_uniform_macv_06_07,BDU MACV 6 (Olive),,1.0,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,WEST;INDEPENDENT,vn_b_men_navy_06;vn_b_men_navy_07;vn_i_men_army_21;vn_i_men_rla_21,Official CfgWeapons equipment uniform record.
uniform,vn_b_uniform_macv_06_08,BDU MACV 6 (Leopard),,1.0,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,WEST,vn_b_men_cidg_06;vn_b_men_cidg_21;vn_b_men_cidg_22,Official CfgWeapons equipment uniform record.
uniform,vn_b_uniform_macv_06_15,BDU MACV 6 (ERDL),,1.2,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,WEST,vn_b_men_medt_06;vn_b_men_sf_11;vn_b_men_usmc_70_13;vn_b_men_usmc_70_18;vn_b_men_usmc_70_21;vn_b_men_usmc_70_26;vn_b_men_usmc_70_27;vn_b_men_usmc_recon_70_09,Official CfgWeapons equipment uniform record.
uniform,vn_b_uniform_macv_06_16,BDU RLA 6 (Lizard),,1.2,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,INDEPENDENT,vn_i_men_rla_06,Official CfgWeapons equipment uniform record.
uniform,vn_b_uniform_macv_06_17,BDU ARVN 6 (BDQ),,1.2,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,INDEPENDENT,vn_i_men_ranger_06;vn_i_men_ranger_21,Official CfgWeapons equipment uniform record.
uniform,vn_b_uniform_macv_06_18,BDU ROK 6 (Frog),,1.2,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,WEST,vn_b_men_rok_marine_68_06;vn_b_men_rok_marine_68_21;vn_b_men_rok_marine_68_29;vn_b_men_rok_marine_68_30,Official CfgWeapons equipment uniform record.
uniform,vn_b_uniform_nz_01_01,BDU NZ 1 (Olive),,1.2,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,WEST,vn_b_men_nz_army_66_01;vn_b_men_nz_army_66_07;vn_b_men_nz_army_66_17,Official CfgWeapons equipment uniform record.
uniform,vn_b_uniform_nz_02_01,BDU NZ 2 (Olive),,1.2,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,WEST,vn_b_men_nz_army_66_02;vn_b_men_nz_army_66_08;vn_b_men_nz_army_66_18,Official CfgWeapons equipment uniform record.
uniform,vn_b_uniform_nz_03_01,BDU NZ 3 (Olive),,1.2,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,WEST,vn_b_men_nz_army_66_03;vn_b_men_nz_army_66_11;vn_b_men_nz_army_68_05;vn_b_men_nz_army_68_17;vn_b_men_nz_army_70_05;vn_b_men_nz_army_70_17,Official CfgWeapons equipment uniform record.
uniform,vn_b_uniform_nz_04_01,BDU NZ 4 (Olive),,1.2,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,WEST,vn_b_men_nz_army_66_04;vn_b_men_nz_army_66_12;vn_b_men_nz_army_68_06;vn_b_men_nz_army_68_18;vn_b_men_nz_army_70_06;vn_b_men_nz_army_70_18,Official CfgWeapons equipment uniform record.
uniform,vn_b_uniform_nz_05_01,BDU NZ 5 (Olive),,1.2,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,WEST,vn_b_men_nz_army_68_01;vn_b_men_nz_army_68_11;vn_b_men_nz_army_70_01;vn_b_men_nz_army_70_11,Official CfgWeapons equipment uniform record.
uniform,vn_b_uniform_nz_06_01,BDU NZ 6 (Olive),,1.2,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,WEST,vn_b_men_nz_army_68_02;vn_b_men_nz_army_68_12;vn_b_men_nz_army_68_20;vn_b_men_nz_army_70_02;vn_b_men_nz_army_70_12;vn_b_men_nz_army_70_20,Official CfgWeapons equipment uniform record.
uniform,vn_b_uniform_sas_01_06,BDU SAS 1 (ERDL),,1.2,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,WEST,vn_b_men_aus_sas_66_01;vn_b_men_aus_sas_66_10;vn_b_men_aus_sas_70_01;vn_b_men_aus_sas_70_10;vn_b_men_nz_sas_66_01;vn_b_men_nz_sas_66_10;vn_b_men_nz_sas_70_01;vn_b_men_nz_sas_70_10,Official CfgWeapons equipment uniform record.
uniform,vn_b_uniform_sas_02_06,BDU SAS 2 (ERDL),,1.2,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,WEST,vn_b_men_aus_sas_66_02;vn_b_men_aus_sas_66_06;vn_b_men_aus_sas_66_08;vn_b_men_aus_sas_66_12;vn_b_men_aus_sas_70_02;vn_b_men_aus_sas_70_06;vn_b_men_aus_sas_70_08;vn_b_men_aus_sas_70_12;vn_b_men_nz_sas_66_02;vn_b_men_nz_sas_66_06;vn_b_men_nz_sas_66_08;vn_b_men_nz_sas_66_12;vn_b_men_nz_sas_70_02;vn_b_men_nz_sas_70_06;vn_b_men_nz_sas_70_08;vn_b_men_nz_sas_70_12,Official CfgWeapons equipment uniform record.
uniform,vn_b_uniform_sas_03_06,BDU SAS 3 (ERDL),,1.2,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,WEST,vn_b_men_aus_sas_66_03;vn_b_men_aus_sas_66_09;vn_b_men_aus_sas_70_03;vn_b_men_aus_sas_70_09;vn_b_men_nz_sas_66_03;vn_b_men_nz_sas_66_09;vn_b_men_nz_sas_70_03;vn_b_men_nz_sas_70_09,Official CfgWeapons equipment uniform record.
uniform,vn_b_uniform_seal_01_01,Uniform SEAL 1 (Olive Dirty),,1.1,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,WEST,vn_b_men_aircrew_40;vn_b_men_seal_01,Official CfgWeapons equipment uniform record.
uniform,vn_b_uniform_seal_01_02,Uniform SEAL 1 (Tiger),,1.1,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,WEST,vn_b_men_seal_02,Official CfgWeapons equipment uniform record.
uniform,vn_b_uniform_seal_01_05,Uniform SEAL 1 (Tiger Green),,1.1,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,WEST,vn_b_men_seal_03,Official CfgWeapons equipment uniform record.
uniform,vn_b_uniform_seal_01_06,Uniform SEAL 1 (ERDL),,1.1,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,WEST,vn_b_men_seal_04,Official CfgWeapons equipment uniform record.
uniform,vn_b_uniform_seal_01_07,Uniform SEAL 1 (Olive),,1.1,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,WEST,vn_b_men_seal_05,Official CfgWeapons equipment uniform record.
uniform,vn_b_uniform_seal_02_01,Uniform SEAL 2 (Olive Dirty),,1.1,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,WEST,vn_b_men_aircrew_39;vn_b_men_seal_06,Official CfgWeapons equipment uniform record.
uniform,vn_b_uniform_seal_02_02,Uniform SEAL 2 (Tiger),,1.1,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,WEST,vn_b_men_seal_07,Official CfgWeapons equipment uniform record.
uniform,vn_b_uniform_seal_02_05,Uniform SEAL 2 (Tiger Green),,1.1,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,WEST,vn_b_men_seal_08,Official CfgWeapons equipment uniform record.
uniform,vn_b_uniform_seal_02_06,Uniform SEAL 2 (ERDL),,1.1,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,WEST,vn_b_men_seal_09,Official CfgWeapons equipment uniform record.
uniform,vn_b_uniform_seal_02_07,Uniform SEAL 2 (Olive),,1.1,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,WEST,vn_b_men_seal_10,Official CfgWeapons equipment uniform record.
uniform,vn_b_uniform_seal_03_01,Uniform SEAL 3 (Blue),,1.1,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,WEST,vn_b_men_seal_11,Official CfgWeapons equipment uniform record.
uniform,vn_b_uniform_seal_04_01,Uniform SEAL 4 (Blue),,1.1,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,WEST,vn_b_men_seal_12,Official CfgWeapons equipment uniform record.
uniform,vn_b_uniform_seal_05_01,Uniform SEAL 5 (Olive Dirty),,1.1,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,WEST,vn_b_men_seal_13,Official CfgWeapons equipment uniform record.
uniform,vn_b_uniform_seal_05_02,Uniform SEAL 5 (Tiger),,1.1,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,WEST,vn_b_men_seal_14,Official CfgWeapons equipment uniform record.
uniform,vn_b_uniform_seal_05_05,Uniform SEAL 5 (Tiger Green),,1.1,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,WEST,vn_b_men_seal_15,Official CfgWeapons equipment uniform record.
uniform,vn_b_uniform_seal_05_06,Uniform SEAL 5 (ERDL),,1.1,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,WEST,vn_b_men_seal_16,Official CfgWeapons equipment uniform record.
uniform,vn_b_uniform_seal_05_07,Uniform SEAL 5 (Olive),,1.1,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,WEST,vn_b_men_seal_17,Official CfgWeapons equipment uniform record.
uniform,vn_b_uniform_seal_06_01,Uniform SEAL 6 (Olive Dirty),,1.1,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,WEST,vn_b_men_seal_18,Official CfgWeapons equipment uniform record.
uniform,vn_b_uniform_seal_06_02,Uniform SEAL 6 (Tiger),,1.1,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,WEST,vn_b_men_seal_19,Official CfgWeapons equipment uniform record.
uniform,vn_b_uniform_seal_06_05,Uniform SEAL 6 (Tiger Green),,1.1,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,WEST,vn_b_men_seal_20,Official CfgWeapons equipment uniform record.
uniform,vn_b_uniform_seal_06_06,Uniform SEAL 6 (ERDL),,1.1,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,WEST,vn_b_men_seal_21,Official CfgWeapons equipment uniform record.
uniform,vn_b_uniform_seal_06_07,Uniform SEAL 6 (Olive),,1.1,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,WEST,vn_b_men_seal_22,Official CfgWeapons equipment uniform record.
uniform,vn_b_uniform_seal_07_01,Uniform UDT 1 (Blue/ Khaki),,1.1,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,WEST,vn_b_men_seal_28,Official CfgWeapons equipment uniform record.
uniform,vn_b_uniform_seal_07_02,Uniform UDT 1 (Blue/ Tiger),,1.1,CfgWeapons_Equipment,https://wiki.sogpf.com/index.php?title=CfgWeapons_Equipment&action=raw,WEST,vn_b_men_seal_29,Official CfgWeapons equipment uniform record.
