className,displayName,sourceSide,sourceFaction,sourceSubcategory,broadCategory,sourceWeapons
vn_b_wheeled_m151_mg_02_mp,M151A1 M2 (MP),WEST,MACV,Cars (US Army),GROUND,CarHorn;vn_m2_v_01
vn_b_wheeled_m151_mg_03,M151A1 Patrol,WEST,MACV,Cars (US Army),GROUND,CarHorn;vn_m2_v_01;vn_m60_v_02
vn_b_wheeled_m151_mg_03_aus_army,M151A1 Patrol,WEST,Australia,Cars (Army),GROUND,CarHorn;vn_m2_v_01;vn_m60_v_02
vn_b_wheeled_m151_mg_03_nz_army,M151A1 Patrol,WEST,New Zealand,Cars (Army),GROUND,CarHorn;vn_m2_v_01;vn_m60_v_02
vn_b_wheeled_m151_mg_03_usmc,M151A1 Patrol,WEST,MACV,Cars (USMC),GROUND,CarHorn;vn_m2_v_01;vn_m60_v_02
vn_b_wheeled_m151_mg_03_mp,M151A1 Patrol (MP),WEST,MACV,Cars (US Army),GROUND,CarHorn;vn_m2_v_01;vn_m60_v_02
vn_b_wheeled_m274_01_01,M274 Mule,WEST,MACV,Cars (US Army),GROUND,vn_m274_mulehorn
vn_b_wheeled_m274_01_02,M274 Mule,WEST,MACV,Cars (USMC),GROUND,vn_m274_mulehorn
vn_b_wheeled_m274_01_03,M274 Mule (Airport),WEST,MACV,Cars (US Army),GROUND,vn_m274_mulehorn
vn_b_wheeled_m274_mg_03_01,M274 Mule (M134),WEST,MACV,Cars (US Army),GROUND,vn_m134_v_01;vn_m274_mulehorn
vn_b_wheeled_m274_mg_03_02,M274 Mule (M134),WEST,MACV,Cars (USMC),GROUND,vn_m134_v_01;vn_m274_mulehorn
vn_b_wheeled_m274_mg_01_01,M274 Mule (M60),WEST,MACV,Cars (US Army),GROUND,vn_m274_mulehorn;vn_m60_v_01
vn_b_wheeled_m274_mg_01_02,M274 Mule (M60),WEST,MACV,Cars (USMC),GROUND,vn_m274_mulehorn;vn_m60_v_01
vn_b_wheeled_m274_02_01,M274 Mule Cargo,WEST,MACV,Cars (US Army),GROUND,vn_m274_mulehorn
vn_b_wheeled_m274_02_02,M274 Mule Cargo,WEST,MACV,Cars (USMC),GROUND,vn_m274_mulehorn
vn_b_wheeled_m274_02_03,M274 Mule Cargo (Airport),WEST,MACV,Cars (US Army),GROUND,vn_m274_mulehorn
vn_b_wheeled_m54_mg_01,M54 Gun Truck (3x M2HB),WEST,MACV,Cars (US Army),GROUND,TruckHorn2;vn_m2_v_01;vn_m2_v_02;vn_m2_v_03
vn_b_wheeled_m54_03,M109 Command Truck,WEST,MACV,Cars (US Army),GROUND,TruckHorn2
vn_b_wheeled_m54_03_aus_army,M109 Command Truck,WEST,Australia,Cars (Army),GROUND,TruckHorn2
vn_b_wheeled_m54_03_nz_army,M109 Command Truck,WEST,New Zealand,Cars (Army),GROUND,TruckHorn2
vn_b_wheeled_m54_03_rok_army,M109 Command Truck,WEST,Republic Of Korea,Cars (Army),GROUND,TruckHorn2
vn_b_wheeled_m54_03_rok_marines,M109 Command Truck,WEST,Republic Of Korea,Cars (Marines),GROUND,TruckHorn2
vn_b_wheeled_m54_03_usmc,M109 Command Truck,WEST,MACV,Cars (USMC),GROUND,TruckHorn2
vn_b_armor_m577_01,M577A1 Command,WEST,MACV,APCs (MACV),GROUND,vn_m113_horn
vn_b_armor_m577_01_aus_army,M577A1 Command,WEST,Australia,APCs (Army),GROUND,vn_m113_horn
vn_b_armor_m577_01_rok_army,M577A1 Command,WEST,Republic Of Korea,APCs (Army),GROUND,vn_m113_horn
vn_b_armor_m577_02,M577A1 Ambulance,WEST,MACV,APCs (MACV),GROUND,vn_m113_horn
vn_b_armor_m577_02_aus_army,M577A1 Ambulance,WEST,Australia,APCs (Army),GROUND,vn_m113_horn
vn_b_armor_m577_02_rok_army,M577A1 Ambulance,WEST,Republic Of Korea,APCs (Army),GROUND,vn_m113_horn
vn_b_wheeled_lr2a_mg_03_aus_army,Dirt Ranger (M40A1),WEST,Australia,Cars (Army),GROUND,vn_DirtRangerHorn;vn_m8c_v_02;vn_static_m40a1rr_v_01
vn_b_wheeled_lr2a_mg_03_nz_army,Dirt Ranger (M40A1),WEST,New Zealand,Cars (Army),GROUND,vn_DirtRangerHorn;vn_m8c_v_02;vn_static_m40a1rr_v_01
vn_b_wheeled_m151_mg_06,M151A1 M40A1,WEST,MACV,Cars (US Army),GROUND,CarHorn;vn_m8c_v_02;vn_static_m40a1rr_v_01
vn_b_wheeled_m151_mg_06_aus_army,M151A1 M40A1,WEST,Australia,Cars (Army),GROUND,CarHorn;vn_m8c_v_02;vn_static_m40a1rr_v_01
vn_b_wheeled_m151_mg_06_nz_army,M151A1 M40A1,WEST,New Zealand,Cars (Army),GROUND,CarHorn;vn_m8c_v_02;vn_static_m40a1rr_v_01
vn_b_wheeled_m151_mg_06_rok_army,M151A1 M40A1,WEST,Republic Of Korea,Cars (Army),GROUND,CarHorn;vn_m8c_v_02;vn_static_m40a1rr_v_01
vn_b_wheeled_m151_mg_06_rok_marines,M151A1 M40A1,WEST,Republic Of Korea,Cars (Marines),GROUND,CarHorn;vn_m8c_v_02;vn_static_m40a1rr_v_01
vn_b_wheeled_m151_mg_05,M151A1 TOW,WEST,MACV,Cars (US Army),GROUND,CarHorn;vn_missile_tow_launcher
vn_b_wheeled_m274_mg_02_01,M274 Mule (M40A1),WEST,MACV,Cars (US Army),GROUND,vn_m274_mulehorn;vn_m8c_v_02;vn_static_m40a1rr_v_01
vn_b_wheeled_m274_mg_02_02,M274 Mule (M40A1),WEST,MACV,Cars (USMC),GROUND,vn_m274_mulehorn;vn_m8c_v_02;vn_static_m40a1rr_v_01
vn_b_wheeled_m54_mg_03,M54 Gun Truck (Minigun),WEST,MACV,Cars (US Army),GROUND,TruckHorn2;vn_m134_v_01;vn_m60_v_02;vn_m60_v_03
vn_b_wheeled_m54_mg_02,M55 AA Truck (Quad),WEST,MACV,Cars (US Army),GROUND,TruckHorn2;vn_m2_v_quad
vn_b_armor_m113_acav_04,M113A1 ACAV (M134),WEST,MACV,APCs (MACV),GROUND,vn_m113_horn;vn_m134_v_01;vn_m60_v_02;vn_m60_v_03
vn_b_armor_m113_acav_04_rok_army,M113A1 ACAV (M134),WEST,Republic Of Korea,APCs (Army),GROUND,vn_m113_horn;vn_m134_v_01;vn_m60_v_02;vn_m60_v_03
vn_b_armor_m113_acav_02,M113A1 ACAV (M1919),WEST,MACV,APCs (MACV),GROUND,vn_m113_horn;vn_m1919_v_twin_01;vn_m60_v_02;vn_m60_v_03
vn_b_armor_m113_acav_02_rok_army,M113A1 ACAV (M1919),WEST,Republic Of Korea,APCs (Army),GROUND,vn_m113_horn;vn_m1919_v_twin_01;vn_m60_v_02;vn_m60_v_03
vn_b_armor_m113_acav_01,M113A1 ACAV (M2),WEST,MACV,APCs (MACV),GROUND,vn_m113_horn;vn_m2_v_01;vn_m60_v_02;vn_m60_v_03
vn_b_armor_m113_acav_01_rok_army,M113A1 ACAV (M2),WEST,Republic Of Korea,APCs (Army),GROUND,vn_m113_horn;vn_m2_v_01;vn_m60_v_02;vn_m60_v_03
vn_b_armor_m113_acav_06,M113A1 ACAV (M2/ M40),WEST,MACV,APCs (MACV),GROUND,vn_m113_horn;vn_m2_v_01;vn_m60_v_02;vn_m8c_v_04;vn_static_m40a1rr_v_03
vn_b_armor_m113_acav_06_rok_army,M113A1 ACAV (M2/ M40),WEST,Republic Of Korea,APCs (Army),GROUND,vn_m113_horn;vn_m2_v_01;vn_m60_v_02;vn_m8c_v_04;vn_static_m40a1rr_v_03
vn_b_armor_m113_acav_03,M113A1 ACAV (M60),WEST,MACV,APCs (MACV),GROUND,vn_m113_horn;vn_m60_v_01;vn_m60_v_02;vn_m60_v_03
vn_b_armor_m113_acav_03_rok_army,M113A1 ACAV (M60),WEST,Republic Of Korea,APCs (Army),GROUND,vn_m113_horn;vn_m60_v_01;vn_m60_v_02;vn_m60_v_03
vn_b_armor_m113_acav_05,M113A1 ACAV (Mk18),WEST,MACV,APCs (MACV),GROUND,vn_m113_horn;vn_m60_v_02;vn_m60_v_03;vn_mk18_v_01
vn_b_armor_m113_acav_05_rok_army,M113A1 ACAV (Mk18),WEST,Republic Of Korea,APCs (Army),GROUND,vn_m113_horn;vn_m60_v_02;vn_m60_v_03;vn_mk18_v_01
vn_b_armor_m113_01,M113A1 Transport (M2),WEST,MACV,APCs (MACV),GROUND,vn_m113_horn;vn_m2_v_01
vn_b_armor_m113_01_aus_army,M113A1 Transport (M2),WEST,Australia,APCs (Army),GROUND,vn_m113_horn;vn_m2_v_01
vn_b_armor_m113_01_rok_army,M113A1 Transport (M2),WEST,Republic Of Korea,APCs (Army),GROUND,vn_m113_horn;vn_m2_v_01
vn_b_armor_m125_01,M125A1 M29 Mortar,WEST,MACV,APCs (MACV),GROUND,vn_m113_horn;vn_m2_v_01;vn_mortar_m29
vn_b_armor_m125_01_aus_army,M125A1 M29 Mortar,WEST,Australia,APCs (Army),GROUND,vn_m113_horn;vn_m2_v_01;vn_mortar_m29
vn_b_armor_m125_01_rok_army,M125A1 M29 Mortar,WEST,Republic Of Korea,APCs (Army),GROUND,vn_m113_horn;vn_m2_v_01;vn_mortar_m29
vn_b_armor_m132_01,M132A1 Flamethrower,WEST,MACV,APCs (MACV),GROUND,vn_m10_v_01;vn_m113_horn;vn_m1919_v_05
vn_b_armor_m41_01_01,M41A3 Walker Bulldog,WEST,MACV,Tanks (Army),GROUND,vn_m113_horn;vn_m1919_v_05;vn_m2_v_01;vn_m32a1_v_01
vn_b_armor_m41_01_02,M41A3 Walker Bulldog,WEST,MACV,Tanks (USMC),GROUND,vn_m113_horn;vn_m1919_v_05;vn_m2_v_01;vn_m32a1_v_01
vn_b_armor_m67_01_01,M67A2 Flame Tank,WEST,MACV,Tanks (Army),GROUND,vn_m113_horn;vn_m1919_v_05;vn_m2_v_09;vn_m7_v_02
vn_b_armor_m67_01_02,M67A2 Flame Tank,WEST,MACV,Tanks (USMC),GROUND,vn_m113_horn;vn_m1919_v_05;vn_m2_v_09;vn_m7_v_02
vn_b_armor_m48_01_01,M48A3 Patton Tank,WEST,MACV,Tanks (Army),GROUND,vn_m113_horn;vn_m1919_v_05;vn_m2_v_09;vn_m41_v_01
vn_b_armor_m48_01_02,M48A3 Patton Tank,WEST,MACV,Tanks (USMC),GROUND,vn_m113_horn;vn_m1919_v_05;vn_m2_v_09;vn_m41_v_01
vn_b_air_oh6a_01,OH-6A Cayuse,WEST,MACV,Helicopters (US Army),ROTARY,vn_m60_v_07;vn_v_launcher_m127;vn_v_launcher_m18r;vn_v_launcher_m61;vn_v_launcher_m7
vn_b_air_oh6a_06,OH-6A Cayuse (Gunship/ APERS),WEST,MACV,Helicopters (US Army),ROTARY,vn_m134_v_05;vn_m60_v_07;vn_v_launcher_m127;vn_v_launcher_m18r;vn_v_launcher_m61;vn_v_launcher_m7
vn_b_air_oh6a_05,OH-6A Cayuse (Gunship/ AT),WEST,MACV,Helicopters (US Army),ROTARY,vn_m134_v_05;vn_m60_v_07;vn_v_launcher_m127;vn_v_launcher_m18r;vn_v_launcher_m61;vn_v_launcher_m7
vn_b_air_oh6a_04,OH-6A Cayuse (Gunship/ CAS),WEST,MACV,Helicopters (US Army),ROTARY,vn_m134_v_05;vn_m60_v_07;vn_v_launcher_m127;vn_v_launcher_m18r;vn_v_launcher_m61;vn_v_launcher_m7
vn_b_air_oh6a_07,OH-6A Cayuse (Gunship/ FAC),WEST,MACV,Helicopters (US Army),ROTARY,vn_m134_v_05;vn_m60_v_07;vn_v_launcher_m127;vn_v_launcher_m18r;vn_v_launcher_m61;vn_v_launcher_m7
vn_b_air_oh6a_03,OH-6A Cayuse (Scout GL),WEST,MACV,Helicopters (US Army),ROTARY,vn_m60_v_07;vn_m75;vn_v_launcher_m127;vn_v_launcher_m18r;vn_v_launcher_m61;vn_v_launcher_m7
vn_b_air_oh6a_02,OH-6A Cayuse (Scout MG),WEST,MACV,Helicopters (US Army),ROTARY,vn_m134_v_05;vn_m60_v_07;vn_v_launcher_m127;vn_v_launcher_m18r;vn_v_launcher_m61;vn_v_launcher_m7
vn_b_air_uh1d_04_09,UH-1D Iroquois,WEST,US CIA,Helicopters (CIA),ROTARY,searchlight;vn_v_launcher_m127;vn_v_launcher_m18r
vn_b_air_uh1d_01_06,UH-1D Iroquois Dust-off,WEST,Australia,Helicopters (RAAF),ROTARY,searchlight;vn_v_launcher_m127;vn_v_launcher_m18r
vn_b_air_uh1d_01_02,UH-1D Iroquois Dust-off (Air Cav),WEST,MACV,Helicopters (US Army),ROTARY,searchlight;vn_v_launcher_m127;vn_v_launcher_m18r
vn_b_air_uh1d_01_01,UH-1D Iroquois Dust-off (Army),WEST,MACV,Helicopters (US Army),ROTARY,searchlight;vn_v_launcher_m127;vn_v_launcher_m18r
vn_b_air_uh1d_01_07,UH-1D Iroquois Dust-off (SOG),WEST,MACV,Helicopters (MACV),ROTARY,searchlight;vn_v_launcher_m127;vn_v_launcher_m18r
vn_b_air_ch47_02_02,CH-47A Chinook (Medevac/ Air Cav),WEST,MACV,Helicopters (US Army),ROTARY,vn_v_launcher_m127;vn_v_launcher_m18r;vn_v_launcher_m61;vn_v_launcher_m7
vn_b_air_ch47_02_01,CH-47A Chinook (Medevac/ Army),WEST,MACV,Helicopters (US Army),ROTARY,vn_v_launcher_m127;vn_v_launcher_m18r;vn_v_launcher_m61;vn_v_launcher_m7
vn_b_air_uh1b_01_09,UH-1B Iroquois,WEST,US CIA,Helicopters (CIA),ROTARY,searchlight;vn_v_launcher_m127;vn_v_launcher_m18r;vn_v_launcher_m61;vn_v_launcher_m7
vn_b_air_uh1b_01_03,UH-1B Iroquois Dust-off,WEST,MACV,Helicopters (USAF),ROTARY,searchlight;vn_v_launcher_m127;vn_v_launcher_m18r;vn_v_launcher_m61;vn_v_launcher_m7
vn_b_air_uh1b_01_04,UH-1B Iroquois Dust-off,WEST,MACV,Helicopters (USMC),ROTARY,searchlight;vn_v_launcher_m127;vn_v_launcher_m18r;vn_v_launcher_m61;vn_v_launcher_m7
vn_b_air_uh1b_01_05,UH-1B Iroquois Dust-off,WEST,MACV,Helicopters (US Navy),ROTARY,searchlight;vn_v_launcher_m127;vn_v_launcher_m18r;vn_v_launcher_m61;vn_v_launcher_m7
vn_b_air_uh1b_01_06,UH-1B Iroquois Dust-off,WEST,Australia,Helicopters (RAAF),ROTARY,searchlight;vn_v_launcher_m127;vn_v_launcher_m18r;vn_v_launcher_m61;vn_v_launcher_m7
vn_b_air_uh1b_01_02,UH-1B Iroquois Dust-off (Air Cav),WEST,MACV,Helicopters (US Army),ROTARY,searchlight;vn_v_launcher_m127;vn_v_launcher_m18r;vn_v_launcher_m61;vn_v_launcher_m7
vn_b_air_uh1b_01_01,UH-1B Iroquois Dust-off (Army),WEST,MACV,Helicopters (US Army),ROTARY,searchlight;vn_v_launcher_m127;vn_v_launcher_m18r;vn_v_launcher_m61;vn_v_launcher_m7
vn_b_air_uh1b_02_05,UH-1B Iroquois Gunship,WEST,MACV,Helicopters (US Navy),ROTARY,searchlight;vn_m60_v_07;vn_m60_v_08;vn_v_launcher_m127;vn_v_launcher_m18r;vn_v_launcher_m61;vn_v_launcher_m7
vn_b_air_uh1c_07_05,UH-1B Iroquois Slick,WEST,MACV,Helicopters (US Navy),ROTARY,searchlight;vn_m60_v_07;vn_m60_v_08;vn_v_launcher_m127;vn_v_launcher_m18r;vn_v_launcher_m61;vn_v_launcher_m7
vn_b_air_uh1c_07_06,UH-1B Iroquois Slick,WEST,Australia,Helicopters (RAAF),ROTARY,searchlight;vn_m60_v_07;vn_m60_v_08;vn_v_launcher_m127;vn_v_launcher_m18r;vn_v_launcher_m61;vn_v_launcher_m7
vn_b_air_uh1c_07_02,UH-1B Iroquois Slick (Air Cav),WEST,MACV,Helicopters (US Army),ROTARY,searchlight;vn_m60_v_07;vn_m60_v_08;vn_v_launcher_m127;vn_v_launcher_m18r;vn_v_launcher_m61;vn_v_launcher_m7
vn_b_air_uh1c_07_01,UH-1B Iroquois Slick (Army),WEST,MACV,Helicopters (US Army),ROTARY,searchlight;vn_m60_v_07;vn_m60_v_08;vn_v_launcher_m127;vn_v_launcher_m18r;vn_v_launcher_m61;vn_v_launcher_m7
vn_b_air_uh1c_07_07,UH-1B Iroquois Slick (SOG),WEST,MACV,Helicopters (MACV),ROTARY,searchlight;vn_m60_v_07;vn_m60_v_08;vn_v_launcher_m127;vn_v_launcher_m18r;vn_v_launcher_m61;vn_v_launcher_m7
vn_b_air_uh1e_01_04,UH-1E Iroquois Gunship,WEST,MACV,Helicopters (USMC),ROTARY,searchlight;vn_m60_v_07;vn_m60_v_08;vn_m60_v_quad_05;vn_v_launcher_m127;vn_v_launcher_m18r;vn_v_launcher_m61;vn_v_launcher_m7
vn_b_air_uh1e_02_04,UH-1E Iroquois Heavy Gunship,WEST,MACV,Helicopters (USMC),ROTARY,searchlight;vn_m60_v_07;vn_m60_v_08;vn_m60_v_quad_05;vn_v_launcher_m127;vn_v_launcher_m18r;vn_v_launcher_m61;vn_v_launcher_m7
vn_b_air_uh1e_03_04,UH-1E Iroquois Slick,WEST,MACV,Helicopters (USMC),ROTARY,searchlight;vn_m60_v_07;vn_m60_v_08;vn_v_launcher_m127;vn_v_launcher_m18r;vn_v_launcher_m61;vn_v_launcher_m7
vn_b_air_uh1c_06_02,UH-1C Iroquois ARA (Air Cav),WEST,MACV,Helicopters (US Army),ROTARY,searchlight;vn_v_launcher_m127;vn_v_launcher_m18r;vn_v_launcher_m61;vn_v_launcher_m7
vn_b_air_uh1c_06_01,UH-1C Iroquois ARA (Army),WEST,MACV,Helicopters (US Army),ROTARY,searchlight;vn_v_launcher_m127;vn_v_launcher_m18r;vn_v_launcher_m61;vn_v_launcher_m7
vn_b_air_uh1c_04_02,UH-1C Iroquois Frog (Air Cav),WEST,MACV,Helicopters (US Army),ROTARY,searchlight;vn_m75_v_06;vn_v_launcher_m127;vn_v_launcher_m18r;vn_v_launcher_m61;vn_v_launcher_m7
vn_b_air_uh1c_04_01,UH-1C Iroquois Frog (Army),WEST,MACV,Helicopters (US Army),ROTARY,searchlight;vn_m75_v_06;vn_v_launcher_m127;vn_v_launcher_m18r;vn_v_launcher_m61;vn_v_launcher_m7
vn_b_air_uh1c_02_02,UH-1C Iroquois Gunship (Air Cav),WEST,MACV,Helicopters (US Army),ROTARY,searchlight;vn_m60_v_07;vn_m60_v_08;vn_v_launcher_m127;vn_v_launcher_m18r;vn_v_launcher_m61;vn_v_launcher_m7
vn_b_air_uh1c_02_01,UH-1C Iroquois Gunship (Army),WEST,MACV,Helicopters (US Army),ROTARY,searchlight;vn_m60_v_07;vn_m60_v_08;vn_v_launcher_m127;vn_v_launcher_m18r;vn_v_launcher_m61;vn_v_launcher_m7
vn_b_air_uh1c_05_02,UH-1C Iroquois Heavy Hog (Air Cav),WEST,MACV,Helicopters (US Army),ROTARY,searchlight;vn_m75_v_06;vn_v_launcher_m127;vn_v_launcher_m18r;vn_v_launcher_m61;vn_v_launcher_m7
vn_b_air_uh1c_05_01,UH-1C Iroquois Heavy Hog (Army),WEST,MACV,Helicopters (US Army),ROTARY,searchlight;vn_m75_v_06;vn_v_launcher_m127;vn_v_launcher_m18r;vn_v_launcher_m61;vn_v_launcher_m7
vn_b_air_uh1c_01_03,UH-1C Iroquois Hog,WEST,MACV,Helicopters (USAF),ROTARY,searchlight;vn_m60_v_07;vn_m60_v_08;vn_v_launcher_m127;vn_v_launcher_m18r;vn_v_launcher_m61;vn_v_launcher_m7
vn_b_air_uh1c_01_02,UH-1C Iroquois Hog (Air Cav),WEST,MACV,Helicopters (US Army),ROTARY,searchlight;vn_m60_v_07;vn_m60_v_08;vn_v_launcher_m127;vn_v_launcher_m18r;vn_v_launcher_m61;vn_v_launcher_m7
vn_b_air_uh1c_01_01,UH-1C Iroquois Hog (Army),WEST,MACV,Helicopters (US Army),ROTARY,searchlight;vn_m60_v_07;vn_m60_v_08;vn_v_launcher_m127;vn_v_launcher_m18r;vn_v_launcher_m61;vn_v_launcher_m7
vn_b_air_uh1d_02_03,UH-1D Iroquois Slick,WEST,MACV,Helicopters (USAF),ROTARY,searchlight;vn_m60_v_07;vn_m60_v_08;vn_v_launcher_m127;vn_v_launcher_m18r;vn_v_launcher_m61;vn_v_launcher_m7
vn_b_air_uh1d_02_04,UH-1D Iroquois Slick,WEST,MACV,Helicopters (USMC),ROTARY,searchlight;vn_m60_v_07;vn_m60_v_08;vn_v_launcher_m127;vn_v_launcher_m18r;vn_v_launcher_m61;vn_v_launcher_m7
vn_b_air_uh1d_02_06,UH-1D Iroquois Slick,WEST,Australia,Helicopters (RAAF),ROTARY,searchlight;vn_m60_v_07;vn_m60_v_08;vn_v_launcher_m127;vn_v_launcher_m18r;vn_v_launcher_m61;vn_v_launcher_m7
vn_b_air_uh1d_02_02,UH-1D Iroquois Slick (Air Cav),WEST,MACV,Helicopters (US Army),ROTARY,searchlight;vn_m60_v_07;vn_m60_v_08;vn_v_launcher_m127;vn_v_launcher_m18r;vn_v_launcher_m61;vn_v_launcher_m7
vn_b_air_uh1d_02_01,UH-1D Iroquois Slick (Army),WEST,MACV,Helicopters (US Army),ROTARY,searchlight;vn_m60_v_07;vn_m60_v_08;vn_v_launcher_m127;vn_v_launcher_m18r;vn_v_launcher_m61;vn_v_launcher_m7
vn_b_air_uh1d_02_07,UH-1D Iroquois Slick (SOG),WEST,MACV,Helicopters (MACV),ROTARY,searchlight;vn_m60_v_07;vn_m60_v_08;vn_v_launcher_m127;vn_v_launcher_m18r;vn_v_launcher_m61;vn_v_launcher_m7
vn_b_air_uh1f_01_03,UH-1F Iroquois Slick,WEST,MACV,Helicopters (USAF),ROTARY,searchlight;vn_m60_v_07;vn_m60_v_08;vn_v_launcher_m127;vn_v_launcher_m18r;vn_v_launcher_m61;vn_v_launcher_m7
vn_b_air_ch34_04_03,UH-34 Stinger (APERS),WEST,MACV,Helicopters (USMC),ROTARY,vn_m60_v_07;vn_m60_v_08;vn_m60_v_twin;vn_v_launcher_m127;vn_v_launcher_m18r;vn_v_launcher_m61;vn_v_launcher_m7
vn_b_air_ch34_04_02,UH-34 Stinger (CAS),WEST,MACV,Helicopters (USMC),ROTARY,vn_m60_v_07;vn_m60_v_08;vn_m60_v_twin;vn_v_launcher_m127;vn_v_launcher_m18r;vn_v_launcher_m61;vn_v_launcher_m7
vn_b_air_ch34_04_04,UH-34 Stinger (FAC),WEST,MACV,Helicopters (USMC),ROTARY,vn_m60_v_07;vn_m60_v_08;vn_m60_v_twin;vn_v_launcher_m127;vn_v_launcher_m18r;vn_v_launcher_m61;vn_v_launcher_m7
vn_b_air_ch34_04_01,UH-34 Stinger (FFAR),WEST,MACV,Helicopters (USMC),ROTARY,vn_m60_v_07;vn_m60_v_08;vn_m60_v_twin;vn_v_launcher_m127;vn_v_launcher_m18r;vn_v_launcher_m61;vn_v_launcher_m7
vn_b_air_ch34_03_01,UH-34D Seahorse (M60 x2),WEST,MACV,Helicopters (USMC),ROTARY,vn_m60_v_07;vn_m60_v_08;vn_v_launcher_m127;vn_v_launcher_m18r;vn_v_launcher_m61;vn_v_launcher_m7
vn_b_air_ch34_01_01,UH-34D Seahorse (M60),WEST,MACV,Helicopters (USMC),ROTARY,vn_m60_v_07;vn_v_launcher_m127;vn_v_launcher_m18r;vn_v_launcher_m61;vn_v_launcher_m7
vn_b_air_uh1c_03_01,UH-1P Iroquois Hornet,WEST,MACV,Helicopters (USAF),ROTARY,searchlight;vn_m134_v_09;vn_m134_v_10;vn_v_launcher_m127;vn_v_launcher_m18r;vn_v_launcher_m61;vn_v_launcher_m7
vn_b_air_uh1d_03_06,UH-1D Iroquois Bushranger,WEST,Australia,Helicopters (RAAF),ROTARY,searchlight;vn_m60_v_twin_07;vn_m60_v_twin_08;vn_v_launcher_m127;vn_v_launcher_m18r;vn_v_launcher_m61;vn_v_launcher_m7
vn_b_air_ch47_04_02,CH-47A Chinook (Air Cav),WEST,MACV,Helicopters (US Army),ROTARY,vn_m60_v_01;vn_m60_v_02;vn_v_launcher_m127;vn_v_launcher_m18r;vn_v_launcher_m61;vn_v_launcher_m7
vn_b_air_ch47_04_01,CH-47A Chinook (Army),WEST,MACV,Helicopters (US Army),ROTARY,vn_m60_v_01;vn_m60_v_02;vn_v_launcher_m127;vn_v_launcher_m18r;vn_v_launcher_m61;vn_v_launcher_m7
vn_b_air_ch47_03_02,CH-47A Chinook (Cargo/ Air Cav),WEST,MACV,Helicopters (US Army),ROTARY,vn_m60_v_01;vn_m60_v_02;vn_v_launcher_m127;vn_v_launcher_m18r;vn_v_launcher_m61;vn_v_launcher_m7
vn_b_air_ch47_03_01,CH-47A Chinook (Cargo/ Army),WEST,MACV,Helicopters (US Army),ROTARY,vn_m60_v_01;vn_m60_v_02;vn_v_launcher_m127;vn_v_launcher_m18r;vn_v_launcher_m61;vn_v_launcher_m7
vn_b_air_ch47_01_02,CH-47A Chinook (M60/ Air Cav),WEST,MACV,Helicopters (US Army),ROTARY,vn_m60_v_01;vn_m60_v_02;vn_m60_v_03;vn_v_launcher_m127;vn_v_launcher_m18r;vn_v_launcher_m61;vn_v_launcher_m7
vn_b_air_ch47_01_01,CH-47A Chinook (M60/ Army),WEST,MACV,Helicopters (US Army),ROTARY,vn_m60_v_01;vn_m60_v_02;vn_m60_v_03;vn_v_launcher_m127;vn_v_launcher_m18r;vn_v_launcher_m61;vn_v_launcher_m7
vn_b_air_ach47_04_01,ACH-47A Guns-A-Go-Go (APERS),WEST,MACV,Helicopters (US Army),ROTARY,vn_m2_v_01;vn_m2_v_02;vn_m2_v_03;vn_m2_v_04;vn_m2_v_05;vn_m75_v_06;vn_v_launcher_m127;vn_v_launcher_m18r;vn_v_launcher_m61;vn_v_launcher_m7
vn_b_air_ach47_03_01,ACH-47A Guns-A-Go-Go (AT),WEST,MACV,Helicopters (US Army),ROTARY,vn_m2_v_01;vn_m2_v_02;vn_m2_v_03;vn_m2_v_04;vn_m2_v_05;vn_m75_v_06;vn_v_launcher_m127;vn_v_launcher_m18r;vn_v_launcher_m61;vn_v_launcher_m7
vn_b_air_ach47_05_01,ACH-47A Guns-A-Go-Go (Cannon),WEST,MACV,Helicopters (US Army),ROTARY,vn_m2_v_01;vn_m2_v_02;vn_m2_v_03;vn_m2_v_04;vn_m2_v_05;vn_m75_v_06;vn_v_launcher_m127;vn_v_launcher_m18r;vn_v_launcher_m61;vn_v_launcher_m7
vn_b_air_ach47_01_01,ACH-47A Guns-A-Go-Go (M200),WEST,MACV,Helicopters (US Army),ROTARY,vn_m2_v_01;vn_m2_v_02;vn_m2_v_03;vn_m2_v_04;vn_m2_v_05;vn_m75_v_06;vn_v_launcher_m127;vn_v_launcher_m18r;vn_v_launcher_m61;vn_v_launcher_m7
vn_b_air_ach47_02_01,ACH-47A Guns-A-Go-Go (XM18),WEST,MACV,Helicopters (US Army),ROTARY,vn_m2_v_01;vn_m2_v_02;vn_m2_v_03;vn_m2_v_04;vn_m2_v_05;vn_m75_v_06;vn_v_launcher_m127;vn_v_launcher_m18r;vn_v_launcher_m61;vn_v_launcher_m7
vn_b_air_ah1g_02,AH-1G Cobra (APERS),WEST,MACV,Helicopters (US Army),ROTARY,vn_m129;vn_m134_v_051
vn_b_air_ah1g_02_usmc,AH-1G Cobra (APERS),WEST,MACV,Helicopters (USMC),ROTARY,vn_m129;vn_m134_v_051
vn_b_air_ah1g_03,AH-1G Cobra (AT),WEST,MACV,Helicopters (US Army),ROTARY,vn_m129;vn_m134_v_051
vn_b_air_ah1g_03_usmc,AH-1G Cobra (AT),WEST,MACV,Helicopters (USMC),ROTARY,vn_m129;vn_m134_v_051
